state,sex,age_band,year,sheet,metric,value
Tasmania,Male,12-14,2023,ADHD,12-month prevalence %,6.14
Tasmania,Male,12-14,2023,ADHD,lifetime prevalence %,11.66
Tasmania,Male,12-14,2023,Substance use,12-month prevalence %,2.95
Tasmania,Male,12-14,2023,Substance use,lifetime prevalence %,3.66
Tasmania,Male,12-14,2024,Anxiety,12-month prevalence %,7.93
Tasmania,Male,12-14,2024,Anxiety,lifetime prevalence %,14.59
Tasmania,Male,12-14,2024,Depression,12-month prevalence %,7.64
Tasmania,Male,12-14,2024,Depression,lifetime prevalence %,12.43
Tasmania,Male,12-14,2024,ADHD,12-month prevalence %,5.83
Tasmania,Male,12-14,2024,ADHD,lifetime prevalence %,9.39
Tasmania,Male,12-14,2024,Substance use,12-month prevalence %,3.24
Tasmania,Male,12-14,2024,Substance use,lifetime prevalence %,5.98
Tasmania,Male,15-17,2019,Anxiety,12-month prevalence %,12.17
Tasmania,Male,15-17,2019,Anxiety,lifetime prevalence %,21.37
Tasmania,Male,15-17,2019,Depression,12-month prevalence %,9.36
Tasmania,Male,15-17,2019,Depression,lifetime prevalence %,16.92
Tasmania,Male,15-17,2019,ADHD,12-month prevalence %,9.09
Tasmania,Male,15-17,2019,ADHD,lifetime prevalence %,16.54
Tasmania,Male,15-17,2019,Substance use,12-month prevalence %,4.67
Tasmania,Male,15-17,2019,Substance use,lifetime prevalence %,9.27
Tasmania,Male,15-17,2020,Anxiety,12-month prevalence %,12.69
Tasmania,Male,15-17,2020,Anxiety,lifetime prevalence %,21.94
Tasmania,Male,15-17,2020,Depression,12-month prevalence %,8.07
Tasmania,Male,15-17,2020,Depression,lifetime prevalence %,14.93
Tasmania,Male,15-17,2020,ADHD,12-month prevalence %,8.36
Tasmania,Male,15-17,2020,ADHD,lifetime prevalence %,15.07
Tasmania,Male,15-17,2020,Substance use,12-month prevalence %,4.08
Tasmania,Male,15-17,2020,Substance use,lifetime prevalence %,5.85
Tasmania,Male,15-17,2021,Anxiety,12-month prevalence %,10.65
Tasmania,Male,15-17,2021,Anxiety,lifetime prevalence %,18.79
Tasmania,Male,15-17,2021,Depression,12-month prevalence %,10.83
Tasmania,Male,15-17,2021,Depression,lifetime prevalence %,18.83
Tasmania,Male,15-17,2021,ADHD,12-month prevalence %,8.35
Tasmania,Male,15-17,2021,ADHD,lifetime prevalence %,15.19
Tasmania,Male,15-17,2021,Substance use,12-month prevalence %,5.54
Tasmania,Male,15-17,2021,Substance use,lifetime prevalence %,9.12
Tasmania,Male,15-17,2022,Anxiety,12-month prevalence %,12.54
Tasmania,Male,15-17,2022,Anxiety,lifetime prevalence %,20.16
Tasmania,Male,15-17,2022,Depression,12-month prevalence %,9.43
Tasmania,Male,15-17,2022,Depression,lifetime prevalence %,15.6
Tasmania,Male,15-17,2022,ADHD,12-month prevalence %,6.75
Tasmania,Male,15-17,2022,ADHD,lifetime prevalence %,10.38
Tasmania,Male,15-17,2022,Substance use,12-month prevalence %,4.29
Tasmania,Male,15-17,2022,Substance use,lifetime prevalence %,7.19
Tasmania,Male,15-17,2023,Anxiety,12-month prevalence %,13.42
Tasmania,Male,15-17,2023,Anxiety,lifetime prevalence %,22.14
Tasmania,Male,15-17,2023,Depression,12-month prevalence %,10.69
Tasmania,Male,15-17,2023,Depression,lifetime prevalence %,18.61
Tasmania,Male,15-17,2023,ADHD,12-month prevalence %,8.23
Tasmania,Male,15-17,2023,ADHD,lifetime prevalence %,14.83
Tasmania,Male,15-17,2023,Substance use,12-month prevalence %,4.5
Tasmania,Male,15-17,2023,Substance use,lifetime prevalence %,9.07
Tasmania,Male,15-17,2024,Anxiety,12-month prevalence %,10.63
Tasmania,Male,15-17,2024,Anxiety,lifetime prevalence %,16.58
Tasmania,Male,15-17,2024,Depression,12-month prevalence %,10.11
Tasmania,Male,15-17,2024,Depression,lifetime prevalence %,18.35
Tasmania,Male,15-17,2024,ADHD,12-month prevalence %,7.41
Tasmania,Male,15-17,2024,ADHD,lifetime prevalence %,12.96
Tasmania,Male,15-17,2024,Substance use,12-month prevalence %,5.44
Tasmania,Male,15-17,2024,Substance use,lifetime prevalence %,9.08
Tasmania,Male,18-21,2019,Anxiety,12-month prevalence %,13.85
Tasmania,Male,18-21,2019,Anxiety,lifetime prevalence %,24.78
Tasmania,Male,18-21,2019,Depression,12-month prevalence %,11.83
Tasmania,Male,18-21,2019,Depression,lifetime prevalence %,19.7
Tasmania,Male,18-21,2019,ADHD,12-month prevalence %,7.34
Tasmania,Male,18-21,2019,ADHD,lifetime prevalence %,12.33
Tasmania,Male,18-21,2019,Substance use,12-month prevalence %,5.01
Tasmania,Male,18-21,2019,Substance use,lifetime prevalence %,9.5
Tasmania,Male,18-21,2020,Anxiety,12-month prevalence %,12.38
Tasmania,Male,18-21,2020,Anxiety,lifetime prevalence %,21.14
Tasmania,Male,18-21,2020,Depression,12-month prevalence %,11.41
Tasmania,Male,18-21,2020,Depression,lifetime prevalence %,20.89
Tasmania,Male,18-21,2020,ADHD,12-month prevalence %,8.5
Tasmania,Male,18-21,2020,ADHD,lifetime prevalence %,14.17
Tasmania,Male,18-21,2020,Substance use,12-month prevalence %,5.1
Tasmania,Male,18-21,2020,Substance use,lifetime prevalence %,8.79
Tasmania,Male,18-21,2021,Anxiety,12-month prevalence %,15.26
Tasmania,Male,18-21,2021,Anxiety,lifetime prevalence %,25.1
Tasmania,Male,18-21,2021,Depression,12-month prevalence %,12.18
Tasmania,Male,18-21,2021,Depression,lifetime prevalence %,21.77
Tasmania,Male,18-21,2021,ADHD,12-month prevalence %,7.5
Tasmania,Male,18-21,2021,ADHD,lifetime prevalence %,11.39
Tasmania,Male,18-21,2021,Substance use,12-month prevalence %,4.31
Tasmania,Male,18-21,2021,Substance use,lifetime prevalence %,8.53
Tasmania,Male,18-21,2022,Anxiety,12-month prevalence %,11.21
Tasmania,Male,18-21,2022,Anxiety,lifetime prevalence %,18.24
Tasmania,Male,18-21,2022,Depression,12-month prevalence %,11.07
Tasmania,Male,18-21,2022,Depression,lifetime prevalence %,20.2
Tasmania,Male,18-21,2022,ADHD,12-month prevalence %,7.23
Tasmania,Male,18-21,2022,ADHD,lifetime prevalence %,12.28
Tasmania,Male,18-21,2022,Substance use,12-month prevalence %,5.56
Tasmania,Male,18-21,2022,Substance use,lifetime prevalence %,10.1
Tasmania,Male,18-21,2023,Anxiety,12-month prevalence %,13.01
Tasmania,Male,18-21,2023,Anxiety,lifetime prevalence %,22.18
Tasmania,Male,18-21,2023,Depression,12-month prevalence %,11.79
Tasmania,Male,18-21,2023,Depression,lifetime prevalence %,21.54
Tasmania,Male,18-21,2023,ADHD,12-month prevalence %,8.43
Tasmania,Male,18-21,2023,ADHD,lifetime prevalence %,15.06
Tasmania,Male,18-21,2023,Substance use,12-month prevalence %,5.53
Tasmania,Male,18-21,2023,Substance use,lifetime prevalence %,9.55
Tasmania,Male,18-21,2024,Anxiety,12-month prevalence %,13.57
Tasmania,Male,18-21,2024,Anxiety,lifetime prevalence %,24.03
Tasmania,Male,18-21,2024,Depression,12-month prevalence %,11.02
Tasmania,Male,18-21,2024,Depression,lifetime prevalence %,19.61
Tasmania,Male,18-21,2024,ADHD,12-month prevalence %,8.82
Tasmania,Male,18-21,2024,ADHD,lifetime prevalence %,13.67
Tasmania,Male,18-21,2024,Substance use,12-month prevalence %,5.04
Tasmania,Male,18-21,2024,Substance use,lifetime prevalence %,8.28
Tasmania,Male,22-24,2019,Anxiety,12-month prevalence %,9.62
Tasmania,Male,22-24,2019,Anxiety,lifetime prevalence %,16.93
Tasmania,Male,22-24,2019,Depression,12-month prevalence %,9.72
Tasmania,Male,22-24,2019,Depression,lifetime prevalence %,16.66
Tasmania,Male,22-24,2019,ADHD,12-month prevalence %,7.7
Tasmania,Male,22-24,2019,ADHD,lifetime prevalence %,12.59
Tasmania,Male,22-24,2019,Substance use,12-month prevalence %,4.74
Tasmania,Male,22-24,2019,Substance use,lifetime prevalence %,8.12
Tasmania,Male,22-24,2020,Anxiety,12-month prevalence %,9.65
Tasmania,Male,22-24,2020,Anxiety,lifetime prevalence %,17.05
Tasmania,Male,22-24,2020,Depression,12-month prevalence %,8.96
Tasmania,Male,22-24,2020,Depression,lifetime prevalence %,15.21
Tasmania,Male,22-24,2020,ADHD,12-month prevalence %,6.67
Tasmania,Male,22-24,2020,ADHD,lifetime prevalence %,12.62
Tasmania,Male,22-24,2020,Substance use,12-month prevalence %,4.06
Tasmania,Male,22-24,2020,Substance use,lifetime prevalence %,7.0
Tasmania,Male,22-24,2021,Anxiety,12-month prevalence %,9.86
Tasmania,Male,22-24,2021,Anxiety,lifetime prevalence %,15.69
Tasmania,Male,22-24,2021,Depression,12-month prevalence %,7.89
Tasmania,Male,22-24,2021,Depression,lifetime prevalence %,14.54
Tasmania,Male,22-24,2021,ADHD,12-month prevalence %,6.58
Tasmania,Male,22-24,2021,ADHD,lifetime prevalence %,12.38
Tasmania,Male,22-24,2021,Substance use,12-month prevalence %,4.38
Tasmania,Male,22-24,2021,Substance use,lifetime prevalence %,7.41
Tasmania,Male,22-24,2022,Anxiety,12-month prevalence %,10.42
Tasmania,Male,22-24,2022,Anxiety,lifetime prevalence %,17.3
Tasmania,Male,22-24,2022,Depression,12-month prevalence %,8.06
Tasmania,Male,22-24,2022,Depression,lifetime prevalence %,14.3
Tasmania,Male,22-24,2022,ADHD,12-month prevalence %,6.77
Tasmania,Male,22-24,2022,ADHD,lifetime prevalence %,12.85
Tasmania,Male,22-24,2022,Substance use,12-month prevalence %,3.67
Tasmania,Male,22-24,2022,Substance use,lifetime prevalence %,4.76
Tasmania,Male,22-24,2023,Anxiety,12-month prevalence %,11.62
Tasmania,Male,22-24,2023,Anxiety,lifetime prevalence %,20.56
Tasmania,Male,22-24,2023,Depression,12-month prevalence %,7.61
Tasmania,Male,22-24,2023,Depression,lifetime prevalence %,13.17
Tasmania,Male,22-24,2023,ADHD,12-month prevalence %,8.11
Tasmania,Male,22-24,2023,ADHD,lifetime prevalence %,14.42
Tasmania,Male,22-24,2023,Substance use,12-month prevalence %,5.09
Tasmania,Male,22-24,2023,Substance use,lifetime prevalence %,8.46
Tasmania,Male,22-24,2024,Anxiety,12-month prevalence %,11.23
Tasmania,Male,22-24,2024,Anxiety,lifetime prevalence %,17.98
Tasmania,Male,22-24,2024,Depression,12-month prevalence %,7.92
Tasmania,Male,22-24,2024,Depression,lifetime prevalence %,14.59
Tasmania,Male,22-24,2024,ADHD,12-month prevalence %,7.52
Tasmania,Male,22-24,2024,ADHD,lifetime prevalence %,13.6
Tasmania,Male,22-24,2024,Substance use,12-month prevalence %,3.92
Tasmania,Male,22-24,2024,Substance use,lifetime prevalence %,6.06
Tasmania,Female,5-11 (Primary),2019,Anxiety,12-month prevalence %,6.1
Tasmania,Female,5-11 (Primary),2019,Anxiety,lifetime prevalence %,10.36
Tasmania,Female,5-11 (Primary),2019,Depression,12-month prevalence %,4.86
Tasmania,Female,5-11 (Primary),2019,Depression,lifetime prevalence %,7.91
Tasmania,Female,5-11 (Primary),2019,ADHD,12-month prevalence %,3.43
Tasmania,Female,5-11 (Primary),2019,ADHD,lifetime prevalence %,7.08
Tasmania,Female,5-11 (Primary),2019,Substance use,12-month prevalence %,2.32
Tasmania,Female,5-11 (Primary),2019,Substance use,lifetime prevalence %,4.37
Tasmania,Female,5-11 (Primary),2020,Anxiety,12-month prevalence %,6.02
Tasmania,Female,5-11 (Primary),2020,Anxiety,lifetime prevalence %,11.05
Tasmania,Female,5-11 (Primary),2020,Depression,12-month prevalence %,5.53
Tasmania,Female,5-11 (Primary),2020,Depression,lifetime prevalence %,9.0
Tasmania,Female,5-11 (Primary),2020,ADHD,12-month prevalence %,3.81
Tasmania,Female,5-11 (Primary),2020,ADHD,lifetime prevalence %,6.05
Tasmania,Female,5-11 (Primary),2020,Substance use,12-month prevalence %,2.27
Tasmania,Female,5-11 (Primary),2020,Substance use,lifetime prevalence %,4.77
Tasmania,Female,5-11 (Primary),2021,Anxiety,12-month prevalence %,6.95
Tasmania,Female,5-11 (Primary),2021,Anxiety,lifetime prevalence %,12.05
Tasmania,Female,5-11 (Primary),2021,Depression,12-month prevalence %,5.91
Tasmania,Female,5-11 (Primary),2021,Depression,lifetime prevalence %,9.54
Tasmania,Female,5-11 (Primary),2021,ADHD,12-month prevalence %,3.17
Tasmania,Female,5-11 (Primary),2021,ADHD,lifetime prevalence %,6.04
Tasmania,Female,5-11 (Primary),2021,Substance use,12-month prevalence %,2.17
Tasmania,Female,5-11 (Primary),2021,Substance use,lifetime prevalence %,4.4
Tasmania,Female,5-11 (Primary),2022,Anxiety,12-month prevalence %,6.94
Tasmania,Female,5-11 (Primary),2022,Anxiety,lifetime prevalence %,11.01
Tasmania,Female,5-11 (Primary),2022,Depression,12-month prevalence %,5.35
Tasmania,Female,5-11 (Primary),2022,Depression,lifetime prevalence %,10.53
Tasmania,Female,5-11 (Primary),2022,ADHD,12-month prevalence %,3.39
Tasmania,Female,5-11 (Primary),2022,ADHD,lifetime prevalence %,6.33
Tasmania,Female,5-11 (Primary),2022,Substance use,12-month prevalence %,1.88
Tasmania,Female,5-11 (Primary),2022,Substance use,lifetime prevalence %,4.09
Tasmania,Female,5-11 (Primary),2023,Anxiety,12-month prevalence %,8.31
Tasmania,Female,5-11 (Primary),2023,Anxiety,lifetime prevalence %,15.25
Tasmania,Female,5-11 (Primary),2023,Depression,12-month prevalence %,5.24
Tasmania,Female,5-11 (Primary),2023,Depression,lifetime prevalence %,8.06
Tasmania,Female,5-11 (Primary),2023,ADHD,12-month prevalence %,3.44
Tasmania,Female,5-11 (Primary),2023,ADHD,lifetime prevalence %,6.08
Tasmania,Female,5-11 (Primary),2023,Substance use,12-month prevalence %,1.8
Tasmania,Female,5-11 (Primary),2023,Substance use,lifetime prevalence %,1.61
Tasmania,Female,5-11 (Primary),2024,Anxiety,12-month prevalence %,8.3
Tasmania,Female,5-11 (Primary),2024,Anxiety,lifetime prevalence %,15.07
Tasmania,Female,5-11 (Primary),2024,Depression,12-month prevalence %,5.38
Tasmania,Female,5-11 (Primary),2024,Depression,lifetime prevalence %,7.89
Tasmania,Female,5-11 (Primary),2024,ADHD,12-month prevalence %,3.35
Tasmania,Female,5-11 (Primary),2024,ADHD,lifetime prevalence %,5.51
Tasmania,Female,5-11 (Primary),2024,Substance use,12-month prevalence %,2.16
Tasmania,Female,5-11 (Primary),2024,Substance use,lifetime prevalence %,3.0
Tasmania,Female,12-14,2019,Anxiety,12-month prevalence %,10.27
Tasmania,Female,12-14,2019,Anxiety,lifetime prevalence %,17.9
Tasmania,Female,12-14,2019,Depression,12-month prevalence %,8.97
Tasmania,Female,12-14,2019,Depression,lifetime prevalence %,14.41
Tasmania,Female,12-14,2019,ADHD,12-month prevalence %,4.79
Tasmania,Female,12-14,2019,ADHD,lifetime prevalence %,8.96
Tasmania,Female,12-14,2019,Substance use,12-month prevalence %,3.19
Tasmania,Female,12-14,2019,Substance use,lifetime prevalence %,4.37
Tasmania,Female,12-14,2020,Anxiety,12-month prevalence %,10.24
Tasmania,Female,12-14,2020,Anxiety,lifetime prevalence %,17.96
Tasmania,Female,12-14,2020,Depression,12-month prevalence %,6.92
Tasmania,Female,12-14,2020,Depression,lifetime prevalence %,13.06
Tasmania,Female,12-14,2020,ADHD,12-month prevalence %,5.42
Tasmania,Female,12-14,2020,ADHD,lifetime prevalence %,8.7
Tasmania,Female,12-14,2020,Substance use,12-month prevalence %,2.6
Tasmania,Female,12-14,2020,Substance use,lifetime prevalence %,5.4
Tasmania,Female,12-14,2021,Anxiety,12-month prevalence %,9.28
Tasmania,Female,12-14,2021,Anxiety,lifetime prevalence %,16.08
Tasmania,Female,12-14,2021,Depression,12-month prevalence %,9.17
Tasmania,Female,12-14,2021,Depression,lifetime prevalence %,14.25
Tasmania,Female,12-14,2021,ADHD,12-month prevalence %,5.59
Tasmania,Female,12-14,2021,ADHD,lifetime prevalence %,8.04
Tasmania,Female,12-14,2021,Substance use,12-month prevalence %,3.58
Tasmania,Female,12-14,2021,Substance use,lifetime prevalence %,6.1
Tasmania,Female,12-14,2022,Anxiety,12-month prevalence %,11.27
Tasmania,Female,12-14,2022,Anxiety,lifetime prevalence %,20.24
Tasmania,Female,12-14,2022,Depression,12-month prevalence %,9.73
Tasmania,Female,12-14,2022,Depression,lifetime prevalence %,15.54
Tasmania,Female,12-14,2022,ADHD,12-month prevalence %,4.2
Tasmania,Female,12-14,2022,ADHD,lifetime prevalence %,8.28
Tasmania,Female,12-14,2022,Substance use,12-month prevalence %,2.79
Tasmania,Female,12-14,2022,Substance use,lifetime prevalence %,4.74
Tasmania,Female,12-14,2023,Anxiety,12-month prevalence %,12.04
Tasmania,Female,12-14,2023,Anxiety,lifetime prevalence %,21.42
Tasmania,Female,12-14,2023,Depression,12-month prevalence %,8.41
Tasmania,Female,12-14,2023,Depression,lifetime prevalence %,15.78
Tasmania,Female,12-14,2023,ADHD,12-month prevalence %,5.77
Tasmania,Female,12-14,2023,ADHD,lifetime prevalence %,8.97
Tasmania,Female,12-14,2023,Substance use,12-month prevalence %,3.49
Tasmania,Female,12-14,2023,Substance use,lifetime prevalence %,6.08
Tasmania,Female,12-14,2024,Anxiety,12-month prevalence %,9.62
Tasmania,Female,12-14,2024,Anxiety,lifetime prevalence %,16.06
Tasmania,Female,12-14,2024,Depression,12-month prevalence %,7.82
Tasmania,Female,12-14,2024,Depression,lifetime prevalence %,14.38
Tasmania,Female,12-14,2024,ADHD,12-month prevalence %,5.67
Tasmania,Female,12-14,2024,ADHD,lifetime prevalence %,8.86
Tasmania,Female,12-14,2024,Substance use,12-month prevalence %,2.91
Tasmania,Female,12-14,2024,Substance use,lifetime prevalence %,3.53
Tasmania,Female,15-17,2019,Anxiety,12-month prevalence %,12.04
Tasmania,Female,15-17,2019,Anxiety,lifetime prevalence %,19.89
Tasmania,Female,15-17,2019,Depression,12-month prevalence %,9.53
Tasmania,Female,15-17,2019,Depression,lifetime prevalence %,17.31
Tasmania,Female,15-17,2019,ADHD,12-month prevalence %,7.8
Tasmania,Female,15-17,2019,ADHD,lifetime prevalence %,12.71
Tasmania,Female,15-17,2019,Substance use,12-month prevalence %,3.43
Tasmania,Female,15-17,2019,Substance use,lifetime prevalence %,5.0
Tasmania,Female,15-17,2020,Anxiety,12-month prevalence %,15.43
